name,description,source,url
Circular N° 29 del 09 de Julio del 2024,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de julio de 2024 y el 9 de agosto de 2024, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu29.pdf
Circular N° 28 del 09 de Julio del 2024,Tablas de impuesto único de segunda categoría para el mes de agosto de 2024 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu28.pdf
Circular N° 27 del 11 de Junio del 2024,"Tabla de cálculos de reajustes, intereses y multas julio 2024.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu27.pdf
Circular N° 26 del 11 de Junio del 2024,Tablas de impuesto único de segunda categoría para el mes de julio de 2024 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu26.pdf
Circular N° 25 del 11 de Junio del 2024,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de junio de 2024 y el 9 de julio de 2024, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu25.pdf
Circular N° 24 del 23 de Mayo del 2024,"Imparte instrucciones acerca de las implicancias que se derivan de la dictación de la Ley N° 21.582, que suprime o modifica la intervención de notarios en trámites, actuaciones y gestiones determinadas que se realicen ante órganos de la Administración del Estado, para el desarrollo de los procedimientos administrativos que se tramitan por el Servicio de Impuestos Internos.",Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu24.pdf
Circular N° 23 del 23 de Mayo del 2024,"Tabla de Cálculos de Reajustes, Intereses y Multas sobre Pagos Provisionales Mensuales Obligatorios (PPMO) con obligación tributaria anual cumplida, para aplicarse durante el año 2024.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu23.pdf
Circular N° 22 del 16 de Mayo del 2024,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.622 a la Ley de donaciones con fines culturales, contenida en el artículo 8° de la Ley N° 18.985.",Fuente: Impuestos Indirectos,https://www.sii.cl/normativa_legislacion/circulares/2024/circu22.pdf
Circular N° 21 del 15 de Mayo del 2024,"Tabla de cálculos de reajustes, intereses y multas junio 2024.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu21.pdf
Circular N° 20 del 10 de Mayo del 2024,Tablas de impuesto único de segunda categoría para el mes de junio de 2024 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu20.pdf
Circular N° 19 del 10 de Mayo del 2024,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de mayo de 2024 y el 9 de junio de 2024, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu19.pdf
Circular N° 18 del 30 de Abril del 2024,"Tabla de cálculos de reajustes, intereses y multas mayo 2024.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu18.pdf
Circular N° 17 del 09 de Abril del 2024,Tablas de impuesto único de segunda categoría para el mes de mayo de 2024 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu17.pdf
Circular N° 16 del 09 de Abril del 2024,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de abril de 2024 y el 9 de mayo de 2024, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu16.pdf
Circular N° 15 del 09 de Abril del 2024,"Informa porcentaje de reajuste a aplicar a los impuestos anuales a la renta a declarar y pagar en el año tributario 2024, de acuerdo con lo dispuesto en el artículo 72 de la Ley sobre Impuesto a la Renta.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2024/circu15.pdf
Circular N° 14 del 14 de Marzo del 2024,"Tabla de cálculos de reajustes, intereses y multas abril 2024.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu14.pdf
Circular N° 13 del 11 de Marzo del 2024,Tablas de impuesto único de segunda categoría para el mes de abril de 2024 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu13.pdf
Circular N° 12 del 11 de Marzo del 2024,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de marzo de 2024 y el 9 de abril de 2024, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu12.pdf
Circular N° 11 del 11 de Marzo del 2024,"Fija nuevo criterio sobre aplicación de impuesto adicional a néctares, bebidas isotónicas y bebidas hipotónicas, establecido en la letra a) del artículo 42 del Decreto Ley N° 825 de 1974, Ley sobre Impuesto a las Ventas y Servicios.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu11.pdf
Circular N° 10 del 07 de Marzo del 2024,"Nuevas escalas y tasas para la determinación de los impuestos que afectan a los contribuyentes mineros a que se refieren los artículos 23 y 34, N° 2, letra c), de la Ley sobre Impuesto a la Renta.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu10.pdf
Circular N° 9 del 15 de Febrero del 2024,"Tabla de cálculos de reajustes, intereses y multas marzo 2024.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu9.pdf
Circular N° 8 del 09 de Febrero del 2024,Tablas de impuesto único de segunda categoría para el mes de marzo de 2024 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu8.pdf
Circular N° 7 del 09 de Febrero del 2024,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de febrero de 2024 y el 9 de marzo de 2024, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu7.pdf
Circular N° 6 del 05 de Febrero del 2024,"Reitera instrucciones sobre el tratamiento tributario de gastos y donaciones asociados a la ocurrencia de catástrofes, así como sobre plazo y procedimiento para dar aviso en caso de pérdidas de existencias en el inventario y pérdida o inutilización fortuita de los libros de contabilidad y otros documentos.",Fuente: Impuestos Directos,https://www.sii.cl/normativa_legislacion/circulares/2024/circu6.pdf
Circular N° 5 del 17 de Enero del 2024,"Informa datos relacionados con la aplicación del sistema de corrección monetaria; reajustabilidad de los saldos de los registros de rentas empresariales, del registro FUR y de los excesos de retiros no imputados y tablas de impuesto global complementario correspondientes al año tributario 2024.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu5.pdf
Circular N° 4 del 15 de Enero del 2024,"Tabla de cálculos de reajustes, intereses y multas febrero 2024.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu4.pdf
Circular N° 3 del 10 de Enero del 2024,"Imparte instrucciones sobre el impuesto denominado royalty minero, establecido en la Ley N° 21.591, modificada por la Ley N° 21.647.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu3.pdf
Circular N° 2 del 09 de Enero del 2024,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de enero de 2024 y el 9 de febrero de 2024, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu2.pdf
Circular N° 1 del 09 de Enero del 2024,Tablas de impuesto único de segunda categoría para el mes de febrero de 2024 e información adicional relacionada con dicho tributo,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2024/circu1.pdf
